track_id,frame,instance_score,x_head,y_head,score_head,x_body,y_body,score_body,x_tail,y_tail,score_tail,filename
0.0,16.0,0.97,-10.813793,-8.518669,0.98,-8.76696,-7.0903893,0.95,-7.6924973,-5.7477455,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,17.0,0.87,-10.902035,-9.023891,0.94,-8.821457,-6.990898,0.89,-7.4416237,-5.8965416,0.8,2024-06-28_15-28-21_td4.tracks.feather
0.0,18.0,0.97,-11.225582,-9.254875,0.98,-9.509216,-7.7954445,0.94,-8.427837,-6.4571304,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,19.0,0.9,-11.873547,-10.077587,1.0,-9.839687,-8.002205,0.97,-8.48407,-6.6163063,0.96,2024-06-28_15-28-21_td4.tracks.feather
0.0,20.0,0.96,-11.904686,-10.240227,1.0,-10.175346,-8.223671,0.94,-9.146736,-7.110283,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,21.0,0.92,-12.1045265,-10.613953,1.02,-10.345776,-8.523865,0.96,-9.279968,-7.132778,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,22.0,0.94,-12.4358635,-10.956535,1.01,-10.72036,-8.929592,0.94,-9.970318,-7.7997704,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,23.0,0.86,-12.912537,-11.58633,0.97,-10.902035,-9.2047,0.96,-9.867371,-7.8291855,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,24.0,0.96,-13.108051,-11.801739,1.0,-11.411579,-9.7678795,0.95,-10.6546135,-8.6458435,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,25.0,0.95,-13.44717,-12.354542,0.99,-11.765408,-10.264454,0.97,-11.023148,-8.872498,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,26.0,0.9,-13.795803,-13.042297,0.99,-12.128754,-10.921062,0.95,-11.377842,-9.507488,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,27.0,1.0,-13.993916,-13.572609,0.97,-12.6244545,-11.506741,0.94,-11.90123,-10.093159,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,28.0,0.94,-14.163471,-14.227493,0.94,-12.79142,-11.84586,0.95,-12.059544,-10.40979,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,29.0,0.96,-14.542389,-15.092594,0.97,-13.429867,-12.678089,0.97,-12.447975,-11.000652,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,30.0,0.99,-14.997433,-15.470646,0.98,-13.659119,-13.36758,0.94,-12.965305,-11.9600525,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,31.0,0.91,-15.177376,-16.177433,0.99,-13.813972,-13.711887,0.96,-13.104588,-12.0301285,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,32.0,0.94,-15.481895,-16.640263,0.98,-14.147041,-14.252579,0.96,-13.461006,-12.843327,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,33.0,0.91,-15.695572,-17.318504,0.97,-14.609867,-14.900539,0.95,-13.9272995,-13.475716,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,34.0,0.94,-15.855618,-17.851406,0.99,-14.775101,-15.397976,0.95,-13.833008,-13.719677,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,35.0,1.0,-16.193005,-18.23465,0.98,-15.159206,-16.147156,0.96,-14.462799,-14.712814,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,36.0,0.96,-16.399769,-19.074665,0.98,-15.332226,-16.63507,0.97,-14.381481,-14.940338,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,37.0,0.98,-16.717258,-19.792702,0.97,-15.673077,-17.342724,0.97,-15.0000305,-15.647125,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,38.0,0.99,-16.774357,-20.430283,0.98,-15.753532,-18.056435,0.95,-15.369427,-16.622097,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,39.0,0.96,-16.958626,-21.027203,0.97,-16.189548,-18.591938,0.96,-15.536396,-16.880764,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,40.0,0.95,-17.135971,-21.732262,0.98,-16.368626,-19.25547,0.95,-15.734501,-17.548618,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,41.0,0.98,-17.431835,-22.361195,0.98,-16.704285,-19.978699,0.94,-16.101307,-18.533974,0.96,2024-06-28_15-28-21_td4.tracks.feather
0.0,42.0,0.97,-17.559002,-22.95119,0.98,-16.585762,-20.465752,0.94,-16.237995,-18.729488,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,43.0,0.95,-17.328888,-23.782558,0.97,-16.91537,-21.306633,0.96,-16.57452,-19.585075,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,44.0,0.96,-17.64119,-24.401974,0.97,-16.942188,-22.020344,0.96,-16.88509,-20.312626,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,45.0,0.97,-17.417995,-24.81549,0.99,-17.075413,-22.318802,0.97,-16.736294,-20.597248,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,46.0,0.95,-17.956089,-24.961693,0.99,-17.227673,-22.517776,0.95,-16.90585,-20.769402,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,47.0,0.96,-18.306454,-25.482487,0.98,-17.301205,-23.08788,0.94,-16.96814,-21.37584,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,48.0,0.98,-18.691425,-26.302605,0.97,-17.607452,-23.951252,0.97,-17.266602,-22.483173,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,49.0,0.97,-19.154255,-26.692764,0.97,-17.80037,-24.288643,0.96,-17.417995,-22.564491,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,50.0,0.97,-19.513275,-27.09158,0.98,-18.156792,-25.003216,0.94,-17.495853,-23.587044,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,51.0,0.98,-18.463902,-27.542297,1.01,-18.145546,-25.145962,0.96,-17.441349,-23.720272,0.96,2024-06-28_15-28-21_td4.tracks.feather
0.0,52.0,0.97,-17.109154,-28.092503,0.99,-17.798637,-25.673672,0.97,-17.421455,-23.923569,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,53.0,0.97,-16.731964,-28.910892,0.98,-17.78999,-26.85627,0.94,-18.110077,-25.132984,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,54.0,0.97,-16.243183,-28.570908,0.99,-17.604855,-26.857998,0.97,-17.660225,-25.129524,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,55.0,0.96,-15.01041,-27.60545,0.99,-17.401558,-26.905582,0.94,-17.441349,-25.441826,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,56.0,0.96,-14.014675,-27.755978,0.98,-16.398037,-27.400421,0.96,-17.472492,-26.299145,1.02,2024-06-28_15-28-21_td4.tracks.feather
0.0,57.0,0.99,-14.482697,-27.600262,0.97,-16.24924,-27.539703,0.98,-17.30899,-26.207443,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,58.0,0.96,-16.720722,-29.943825,1.0,-16.385921,-27.886608,0.98,-17.75019,-26.536182,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,59.0,0.95,-17.602257,-30.346962,0.96,-16.579712,-28.235245,0.96,-17.614372,-26.833778,0.95,2024-06-28_15-28-21_td4.tracks.feather
0.0,60.0,0.96,-18.087585,-30.87554,1.01,-17.036484,-29.084778,0.94,-17.097042,-27.389175,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,61.0,0.99,-19.001999,-29.63152,1.0,-17.238918,-29.243092,0.94,-17.286499,-27.534512,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,62.0,0.96,-19.900837,-29.348633,0.99,-17.76144,-29.293266,0.95,-17.10223,-27.918617,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,63.0,0.92,-20.856781,-28.993076,0.96,-18.11267,-29.31403,0.97,-17.141163,-27.95668,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,64.0,0.96,-20.018497,-27.871037,0.98,-18.628273,-29.28894,0.94,-17.250164,-28.582153,0.96,2024-06-28_15-28-21_td4.tracks.feather
0.0,65.0,0.95,-20.720959,-26.522339,1.0,-19.374859,-28.577827,0.97,-17.918888,-28.610699,0.96,2024-06-28_15-28-21_td4.tracks.feather
0.0,66.0,0.96,-20.929447,-26.116608,0.99,-19.854126,-27.88142,0.96,-18.161118,-28.287151,0.96,2024-06-28_15-28-21_td4.tracks.feather
0.0,67.0,0.96,-20.724419,-26.207443,0.98,-19.724358,-27.889206,0.95,-18.290882,-28.276768,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,68.0,0.91,-19.630062,-26.832912,0.9,-19.638714,-27.879688,0.93,-18.28915,-28.214485,0.83,2024-06-28_15-28-21_td4.tracks.feather
0.0,69.0,0.99,-19.473476,-25.891682,0.96,-19.541824,-27.586418,0.98,-18.148144,-28.563984,0.94,2024-06-28_15-28-21_td4.tracks.feather
0.0,70.0,0.94,-20.186325,-28.420376,0.82,-19.792702,-28.078663,0.91,-18.483799,-29.048443,1.01,2024-06-28_15-28-21_td4.tracks.feather
0.0,71.0,0.98,-18.80302,-29.602108,0.9,-19.845474,-28.617619,0.93,-18.43795,-28.65482,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,72.0,0.91,-17.109154,-29.647095,0.89,-19.177612,-28.949821,0.93,-18.149002,-28.256008,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,73.0,0.96,-15.888489,-29.833954,0.97,-18.270119,-29.45158,0.93,-18.588478,-28.338192,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,74.0,0.94,-15.199867,-29.874615,0.99,-17.5988,-29.518192,0.93,-18.621353,-28.428162,1.02,2024-06-28_15-28-21_td4.tracks.feather
0.0,75.0,0.98,-15.695572,-29.649689,0.98,-17.758846,-29.595188,0.92,-18.474285,-28.275906,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,76.0,0.95,-17.30207,-28.55014,0.95,-17.63773,-29.62114,0.92,-17.923214,-28.593395,0.74,2024-06-28_15-28-21_td4.tracks.feather
0.0,77.0,0.92,-19.149063,-27.36668,0.99,-17.765762,-28.783722,0.95,-18.492455,-28.4818,0.68,2024-06-28_15-28-21_td4.tracks.feather
0.0,78.0,0.94,-20.53756,-27.016315,0.98,-18.781395,-27.723969,0.96,-18.81081,-28.748253,0.89,2024-06-28_15-28-21_td4.tracks.feather
0.0,79.0,0.97,-21.599903,-26.830318,0.99,-19.513275,-27.52932,0.94,-19.153393,-28.58648,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,80.0,0.97,-22.283333,-26.5457,0.99,-20.166428,-27.161652,0.93,-19.49857,-28.263794,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,81.0,0.93,-23.324055,-26.348454,0.98,-21.18898,-27.01199,0.94,-19.812603,-27.77501,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,82.0,0.98,-23.279934,-27.055244,1.01,-21.240887,-26.9869,0.93,-20.18546,-28.037136,0.96,2024-06-28_15-28-21_td4.tracks.feather
0.0,83.0,0.99,-20.71577,-28.48872,0.99,-20.753834,-27.07687,0.92,-20.106735,-27.793175,0.86,2024-06-28_15-28-21_td4.tracks.feather
0.0,84.0,1.0,-19.361015,-29.837418,1.0,-20.76854,-28.099422,0.98,-19.717438,-27.769821,0.86,2024-06-28_15-28-21_td4.tracks.feather
0.0,85.0,0.97,-18.581554,-30.479324,0.98,-20.028011,-29.072666,0.99,-19.625736,-27.773281,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,86.0,0.97,-17.429237,-31.017418,1.0,-19.520195,-29.647957,0.98,-19.539227,-28.291477,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,87.0,0.95,-16.699955,-31.511393,0.95,-18.820324,-30.108192,0.93,-19.540092,-28.711918,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,88.0,0.93,-16.065838,-31.820234,0.96,-18.4094,-30.47673,0.95,-19.457905,-29.121975,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,89.0,0.97,-15.349529,-31.897228,1.01,-17.401558,-30.849588,0.99,-18.778801,-29.837418,1.01,2024-06-28_15-28-21_td4.tracks.feather
0.0,90.0,0.98,-14.361584,-32.52443,0.98,-16.392845,-31.49409,0.98,-17.796047,-30.514793,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,91.0,0.98,-13.461006,-33.071175,0.98,-15.532066,-32.019207,0.96,-16.963818,-31.037313,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,92.0,0.93,-12.476521,-33.60235,0.98,-14.867668,-32.213856,0.98,-16.59528,-31.479383,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,93.0,0.96,-15.523418,-33.391262,1.01,-15.237068,-32.059002,0.93,-16.921421,-31.358269,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,94.0,0.96,-16.904984,-34.134384,0.99,-15.532932,-32.355736,1.01,-16.885956,-31.346157,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,95.0,0.92,-14.63755,-31.752756,0.97,-15.681732,-32.09793,0.93,-16.763977,-31.058943,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,96.0,0.98,-14.514709,-29.832226,1.0,-15.523418,-31.870409,0.98,-16.904984,-31.199091,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,97.0,0.98,-14.355526,-30.203358,0.94,-15.382404,-31.556376,0.98,-17.067623,-31.520906,0.95,2024-06-28_15-28-21_td4.tracks.feather
0.0,98.0,0.95,-13.969688,-32.37217,1.0,-15.333092,-31.703445,0.98,-17.048595,-32.346214,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,99.0,0.97,-17.05465,-32.897285,0.99,-15.699032,-31.887712,1.01,-17.035618,-31.938753,0.77,2024-06-28_15-28-21_td4.tracks.feather
0.0,100.0,0.93,-18.439682,-32.798668,0.96,-16.387653,-32.418022,1.04,-17.075413,-31.367785,0.87,2024-06-28_15-28-21_td4.tracks.feather
0.0,101.0,0.98,-19.49857,-32.781364,0.99,-17.09185,-32.443974,0.95,-17.032158,-31.354809,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,102.0,1.02,-19.00719,-32.363518,0.93,-16.950836,-32.41456,0.98,-16.917965,-31.050293,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,103.0,0.94,-17.276985,-30.535555,0.97,-17.230263,-32.26317,0.93,-17.18182,-31.49409,0.76,2024-06-28_15-28-21_td4.tracks.feather
0.0,104.0,0.98,-16.885956,-29.436874,0.99,-17.566792,-31.196493,0.94,-16.564133,-31.145452,0.95,2024-06-28_15-28-21_td4.tracks.feather
0.0,105.0,0.97,-16.248375,-28.461037,0.96,-16.924885,-30.188648,0.99,-16.23367,-31.235424,0.9,2024-06-28_15-28-21_td4.tracks.feather
0.0,106.0,0.98,-15.855618,-27.593338,0.98,-16.599606,-29.593456,0.95,-16.507038,-31.010496,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,107.0,0.95,-15.216305,-26.89693,0.98,-16.608253,-28.952415,1.01,-16.564133,-30.371185,1.02,2024-06-28_15-28-21_td4.tracks.feather
0.0,108.0,0.98,-14.696377,-26.189278,0.97,-16.330559,-28.227459,0.96,-16.68871,-29.668724,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,109.0,0.96,-14.78289,-25.63388,0.98,-15.826202,-27.404747,0.96,-16.256157,-29.115055,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,110.0,0.96,-13.431599,-27.626213,0.96,-15.521687,-27.57344,1.03,-16.19387,-28.984425,0.96,2024-06-28_15-28-21_td4.tracks.feather
0.0,111.0,0.94,-12.563896,-28.248222,0.95,-15.01041,-27.61583,0.96,-16.07103,-28.947224,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,112.0,0.92,-11.422825,-28.397884,0.97,-13.849445,-27.766357,0.98,-15.583977,-28.384907,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,113.0,0.95,-13.17466,-29.33133,1.0,-13.83041,-27.91689,0.9,-15.515629,-28.604645,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,114.0,0.95,-14.177315,-30.335716,0.98,-13.807915,-28.252544,1.04,-15.1912155,-28.211021,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,115.0,0.95,-15.199867,-31.062403,0.98,-14.112434,-29.277695,0.98,-14.8581505,-28.193718,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,116.0,0.97,-15.70163,-32.194824,1.0,-14.620247,-30.43261,0.93,-14.624573,-28.74479,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,117.0,0.96,-16.537315,-32.60402,0.98,-14.878914,-31.16016,0.95,-14.818356,-29.761288,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,118.0,0.98,-17.12645,-33.43365,0.99,-15.362511,-31.694794,0.97,-14.961102,-30.023415,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,119.0,0.96,-17.924946,-34.12487,0.99,-16.155807,-32.398987,0.95,-15.140175,-30.996655,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,120.0,0.98,-18.471691,-34.936337,0.96,-16.728504,-33.206993,0.94,-15.673077,-31.842726,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,121.0,0.98,-19.152527,-32.942276,0.99,-16.786465,-32.932755,0.98,-16.025177,-31.547728,1.01,2024-06-28_15-28-21_td4.tracks.feather
0.0,122.0,0.98,-18.14468,-32.873062,1.04,-16.712933,-32.90421,1.0,-16.0494,-31.560703,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,123.0,0.94,-16.417068,-30.362534,0.98,-16.77349,-32.398125,0.97,-15.748341,-32.012287,0.85,2024-06-28_15-28-21_td4.tracks.feather
0.0,124.0,0.98,-16.013927,-29.305378,0.97,-16.694767,-31.359999,0.92,-15.660973,-32.037376,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,125.0,0.97,-15.340015,-28.461037,0.97,-16.090923,-30.526037,0.95,-15.671352,-31.878195,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,126.0,0.94,-14.826145,-27.858925,0.96,-15.872917,-29.637577,0.98,-15.861671,-31.342695,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,127.0,0.96,-14.343414,-27.06995,0.98,-15.389328,-28.816597,0.95,-15.695572,-30.513927,1.01,2024-06-28_15-28-21_td4.tracks.feather
0.0,128.0,0.95,-13.980068,-26.339802,1.0,-15.039822,-28.399616,0.99,-15.418739,-30.12117,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,129.0,0.97,-13.967098,-25.177105,0.98,-14.7102165,-27.557869,1.01,-15.681732,-29.269909,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,130.0,0.96,-15.563213,-25.668484,0.96,-14.852097,-27.376198,0.98,-15.572727,-29.112457,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,131.0,0.99,-16.786465,-25.005814,0.99,-15.358185,-26.707474,0.95,-15.357319,-28.423836,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,132.0,0.97,-18.284824,-24.619976,1.01,-16.20771,-25.955696,0.95,-15.4888115,-27.383984,1.01,2024-06-28_15-28-21_td4.tracks.feather
0.0,133.0,0.97,-19.622276,-24.256634,0.98,-17.206043,-25.31033,0.96,-15.855618,-26.673733,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,134.0,0.97,-20.36713,-23.786884,0.99,-17.976849,-24.81549,0.97,-16.551159,-25.826797,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,135.0,0.96,-20.904362,-23.694317,0.98,-18.823788,-24.724655,0.96,-17.375603,-25.164993,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,136.0,0.97,-21.949406,-23.246193,0.98,-19.86364,-24.255768,0.97,-18.420647,-24.940067,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,137.0,0.98,-22.852573,-22.71156,0.96,-21.040184,-23.755741,0.97,-19.340252,-24.437443,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,138.0,0.97,-23.67529,-22.685608,1.01,-21.256458,-23.455547,0.96,-19.541824,-24.437443,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,139.0,0.99,-23.629436,-25.087132,0.98,-21.566166,-23.779099,0.94,-19.832497,-24.469452,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,140.0,0.97,-24.039497,-25.962616,0.97,-22.264301,-24.260094,0.99,-20.54794,-24.212513,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,141.0,1.0,-23.319729,-25.682323,1.02,-22.243542,-24.2575,0.98,-20.534096,-24.238468,1.01,2024-06-28_15-28-21_td4.tracks.feather
0.0,142.0,0.97,-22.93649,-27.00074,0.96,-22.612942,-24.635548,0.96,-21.206284,-23.94606,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,143.0,0.97,-22.832676,-27.786255,1.0,-22.49096,-25.343204,0.96,-21.410446,-24.287777,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,144.0,0.99,-23.157955,-27.597664,1.0,-22.764336,-25.826797,0.97,-21.774654,-24.725521,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,145.0,0.96,-20.874947,-28.388367,0.99,-22.588715,-26.65297,0.96,-21.937294,-24.956505,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,146.0,0.99,-19.85326,-29.11938,0.99,-21.627586,-27.377926,0.96,-21.987469,-25.652046,0.96,2024-06-28_15-28-21_td4.tracks.feather
0.0,147.0,0.96,-19.659477,-29.49224,0.96,-21.10593,-28.042328,0.96,-22.10772,-26.643456,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,148.0,0.96,-18.85493,-30.358212,0.98,-20.530636,-28.878883,0.96,-21.621529,-27.524132,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,149.0,0.95,-18.319431,-31.342695,0.98,-19.717438,-29.61422,0.95,-21.048832,-28.24995,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,150.0,0.98,-17.654167,-32.204338,0.98,-19.02795,-30.455963,0.95,-20.364536,-29.079586,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,151.0,0.97,-17.233727,-33.05041,0.97,-18.357498,-31.044237,0.95,-19.695808,-29.917007,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,152.0,0.96,-17.729431,-33.83852,0.97,-18.159386,-31.723343,0.96,-19.47002,-30.339176,0.99,2024-06-28_15-28-21_td4.tracks.feather
0.0,153.0,0.94,-17.596207,-34.842907,1.0,-18.24157,-32.38428,0.95,-18.979507,-30.682625,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,154.0,0.95,-19.508083,-33.568607,0.96,-18.442276,-32.23548,0.97,-19.20443,-30.832285,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,155.0,0.94,-20.348099,-33.842846,0.96,-18.619621,-32.73551,0.95,-18.701805,-31.046831,0.97,2024-06-28_15-28-21_td4.tracks.feather
0.0,156.0,0.97,-21.385357,-34.136116,0.96,-19.025352,-33.05301,0.94,-18.681911,-31.345291,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,157.0,0.97,-21.425152,-32.89296,0.98,-19.309109,-32.937946,0.95,-18.985561,-31.503607,0.96,2024-06-28_15-28-21_td4.tracks.feather
0.0,158.0,0.98,-22.46241,-32.065056,1.01,-20.087704,-33.0383,0.94,-19.008053,-32.010555,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,159.0,0.97,-21.455433,-31.408443,0.99,-20.381836,-32.75628,0.93,-19.014973,-31.75362,0.93,2024-06-28_15-28-21_td4.tracks.feather
0.0,160.0,0.96,-21.034992,-30.173077,0.98,-20.759884,-32.25019,0.92,-19.302189,-32.22164,0.9,2024-06-28_15-28-21_td4.tracks.feather
0.0,161.0,0.95,-20.5514,-29.081318,0.96,-20.896572,-31.16535,0.94,-19.561718,-32.203476,0.96,2024-06-28_15-28-21_td4.tracks.feather
0.0,162.0,0.99,-20.361938,-27.934189,0.97,-20.719227,-29.970642,1.0,-20.065208,-31.402388,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,163.0,0.98,-20.357616,-26.858864,0.98,-20.7002,-28.624542,0.96,-20.425957,-30.350422,0.98,2024-06-28_15-28-21_td4.tracks.feather
0.0,164.0,0.98,-20.387894,-25.504112,0.97,-20.427689,-27.86325,0.97,-20.40952,-29.577885,1.0,2024-06-28_15-28-21_td4.tracks.feather
0.0,165.0,0.99,-21.227043,-24.59835,0.99,-20.580814,-27.005936,0.94,-20.866295,-28.774204,1.0,2024-06-28_15-28-21_td4.tracks.feather
