Distance from centre
438.88652755462925
252.03784237985636
321.5878040720126
214.101917182703
253.46904570176426
359.26740671287797
320.47717465613795
389.3902378470778
206.30594554117147
301.3653535112041
309.15054623135103
328.4650948417007
443.3682603893121
336.17550993636945
260.82123799548333
222.1362618081312
212.73283158025055
360.73112786467124
393.95223311433506
254.59691168227508
502.0961436368314
438.7500311228295
272.2661763579698
216.26074110738313
257.08645099055315
235.0907514233513
344.91895304522535
361.1646775254553
320.4664119374897
335.86884763351765
503.1368832043205
400.6140146575185
503.06792378426826
438.80289425509835
342.3826370174069
361.8343790589948
263.87986218641254
286.21128327986224
247.19527686578218
355.05461640047423
222.3286733598773
332.99420332015995
402.3085557900223
438.75547629815946
301.600904924564
366.4599444321725
347.7027409864085
254.7946344461202
271.9070960592647
373.81409285456044
348.6317627255318
412.86740981882616
229.24852315934078
504.19472115639866
438.7766125756342
369.7347965370519
266.6830348285783
353.9575306931065
275.54139504666506
384.10004960546144
236.37950407686725
309.7519527668227
341.22030344996136
421.5057308854909
438.79791283668237
357.30604966229174
321.5534815707672
278.8893605953806
240.80647934224623
280.76165544263705
390.2127405849405
430.43249857038944
374.3324866870105
345.3931122733269
438.8206067578157
402.30700286821593
439.4490451528797
378.89386349177425
286.75500708503444
360.5234748198809
245.1968379527409
279.9631675422752
327.9334412537156
361.06304029700004
333.1078727878547
438.82264729152064
291.8596281803434
368.46537543109565
293.11648031816685
413.4748243378951
249.0351924050215
324.88301031959304
336.84075261908794
383.20831670955965
369.31808087560717
446.79122096603777
438.8107163435695
387.83095116715
253.65393920536047
423.75351034051397
300.6562003708925
378.11618188349513
344.892389775019
374.5274326870149
313.63320244839
298.5818421742783
453.7936620023649
438.86334985715996
392.4809672147763
430.60257439919593
309.9483389963353
347.55790531407666
259.0329712867095
380.94695231612485
305.6103908180432
383.13356737562464
302.4106702783074
457.59224840945524
438.88734290073745
385.62395576815015
397.76081651208557
317.06340883609244
317.2824857025335
356.54421828082087
297.2567134381904
264.2341672253874
388.21291259071967
447.3469466512784
460.3130673990062
438.7662413293475
390.7209631588328
390.47142347610855
324.1522552198942
285.6466020694953
396.52032595363363
318.0109508553434
366.3588661346836
453.8043803783891
266.89084553862295
465.2002782159636
438.7829728468049
273.8634551696279
331.6705886407979
326.0191882681721
371.7292205876819
269.8786759501432
459.781993548306
396.5033620681747
398.71358291576286
396.55199842447416
470.59742885708977
438.7875147811973
330.5499975322857
378.9289131906013
402.7008760996544
340.59186014383073
462.13823025878736
272.7376317455779
396.4302808358278
262.31124778949396
391.13065568308235
476.0450056062996
350.188341621977
250.36979925019776
438.79761677879947
345.41254358255543
384.4927834057155
405.76077413439367
276.451453909662
391.4334751611418
386.02111994800254
459.35229654487614
477.6138512937701
358.96567853448977
390.33671538242726
443.55932595708845
380.43753373811364
280.7104497987696
410.15917519412756
350.3651844482824
237.24672773529616
384.405606097359
462.42205743569065
478.90355980887324
438.9450165648768
371.9481902473396
221.44612447900496
358.5462438651019
463.87274043526105
377.419238819513
367.8810115480244
413.3923167063894
286.01539743183076
394.3421945319707
479.13786204385667
438.8560743640409
417.85712766620713
367.4185923562384
399.89209608954417
380.270617549769
369.94930684501884
369.2369332375898
293.32984824896914
206.15765507164875
463.7860675778414
477.7678059240438
443.53758564783175
190.21560116336144
356.60395489420574
390.0623070978678
421.21676575389824
375.0273394156477
356.4662409884353
296.8349705992729
404.41637496807095
463.41429867446766
478.8078329825392
438.92165540931387
382.67290087417996
348.56669914265007
424.58727478604595
466.6828179725301
406.7886971034887
181.56477826713373
297.3962859595247
402.4996441829649
463.2096631271656
345.49065638102127
428.427129212967
173.16455418306958
410.4655400475865
413.47389482855374
389.94679148347245
347.32461874466543
299.5523811846852
464.6908962846092
335.72836326649866
440.8726913691306
462.0152104959432
440.79120150740147
433.25339003597327
301.1790260002311
398.2129735848119
410.9884767891473
344.43394873543326
158.22588190912876
425.666052061685
